Temperature;PM2.5;PM10;SO2;CO;status
31.8;53.1;334.2;47.0;25.4;1
21.6;418.7;393.5;38.4;12.1;1
12.2;119.9;298.2;11.9;39.8;1
20.9;97.5;19.2;24.5;4.2;0
21.4;252.5;367.4;10.0;26.2;1
35.5;384.4;429.7;80.7;10.4;1
32.3;31.0;250.0;13.5;3.4;1
41.1;288.4;454.4;59.5;25.1;1
26.5;59.6;136.2;34.3;25.0;1
14.2;18.2;132.8;22.6;35.3;1
35.0;26.4;96.9;63.9;37.2;1
36.6;417.1;223.2;45.7;36.4;1
29.6;59.0;508.2;40.0;20.5;1
37.0;22.6;496.7;59.3;31.6;1
27.3;218.9;229.7;49.1;28.8;1
28.3;422.0;353.5;30.3;21.1;1
25.0;131.2;432.5;55.9;29.9;1
10.9;210.9;144.7;66.9;47.4;1
13.8;20.0;100.9;2.7;9.6;1
11.1;224.5;583.3;46.6;45.3;1
32.3;288.8;370.5;5.8;2.7;1
21.0;285.5;588.8;18.6;15.4;1
27.8;166.2;202.7;56.1;14.4;1
41.8;157.8;421.8;86.6;31.3;1
18.7;53.3;133.6;88.3;6.6;1
24.4;183.4;156.7;7.0;44.1;1
36.4;49.7;307.1;41.9;41.4;1
18.0;383.3;191.8;58.3;32.6;1
12.7;483.1;100.6;14.7;22.9;1
20.1;485.0;157.7;76.5;46.6;1
15.6;432.5;21.4;74.4;41.5;1
42.5;300.4;422.7;90.3;25.0;1
38.3;350.4;295.3;0.8;35.1;1
32.2;142.6;56.5;21.7;28.3;1
40.5;315.4;103.0;82.7;29.4;1
38.1;227.8;61.5;67.1;16.5;1
16.5;241.0;367.6;89.4;23.1;1
41.2;378.9;56.5;5.7;3.9;1
28.9;141.0;452.6;59.7;17.9;1
38.3;159.0;12.3;56.9;34.8;1
41.4;462.3;149.6;3.6;47.7;1
21.1;28.1;534.4;51.4;48.2;1
13.9;242.8;431.1;61.0;27.8;1
18.0;456.4;43.8;19.1;30.3;1
24.9;305.2;492.7;27.3;9.3;1
38.6;273.2;295.8;64.0;34.8;1
40.1;124.9;508.1;46.8;3.5;1
10.2;171.6;360.4;85.8;14.2;1
27.9;426.0;409.1;34.2;33.4;1
24.6;279.6;596.1;26.7;15.5;1
17.8;257.4;139.4;98.5;2.5;1
14.2;49.8;374.4;91.1;41.6;1
21.8;8.0;276.2;2.9;15.5;1
43.0;481.8;23.7;77.1;3.2;1
21.3;188.5;8.7;11.0;3.7;1
28.2;301.6;71.5;2.7;12.6;1
34.6;39.9;389.5;27.4;8.9;1
22.7;341.6;340.3;26.9;38.7;1
44.0;466.3;332.1;81.9;16.1;1
43.7;287.8;19.1;71.1;40.2;1
18.8;63.1;281.6;98.2;8.7;1
27.4;290.9;554.8;71.2;24.6;1
20.5;383.2;238.6;41.8;34.4;1
20.0;203.2;375.0;69.9;32.6;1
11.3;439.9;467.9;99.9;30.1;1
31.3;324.3;470.4;71.0;46.2;1
27.6;449.6;311.6;76.2;11.4;1
11.8;311.8;514.8;93.8;24.7;1
19.8;65.6;234.8;11.4;44.2;1
41.8;154.8;533.2;70.5;3.9;1
18.4;100.9;144.1;85.1;2.8;1
15.1;454.4;168.1;95.4;11.7;1
27.1;380.2;31.9;21.1;31.7;1
44.5;338.2;477.3;50.4;13.0;1
18.5;150.5;250.2;68.1;9.5;1
33.5;92.0;137.5;24.7;22.9;1
36.7;378.2;139.1;60.0;30.7;1
18.3;237.1;540.8;25.8;12.4;1
35.5;112.9;500.3;33.3;15.0;1
22.9;308.3;332.1;44.2;30.7;1
32.1;20.2;369.7;52.9;47.3;1
32.2;163.1;284.6;44.9;33.7;1
28.8;234.3;235.0;49.3;39.1;1
13.2;74.0;549.3;29.9;18.3;1
39.2;492.3;75.4;15.9;13.6;1
21.2;104.5;251.1;4.7;22.7;1
16.5;65.2;206.7;19.6;40.4;1
11.4;101.8;298.9;58.2;22.8;1
30.7;384.5;274.6;78.6;42.3;1
33.7;212.8;311.3;16.9;49.4;1
10.6;282.7;84.0;10.9;3.6;1
27.9;10.5;307.9;74.9;2.3;1
17.9;17.2;145.5;30.5;7.5;0
32.6;222.9;110.6;95.1;19.2;1
16.1;408.3;38.9;71.4;6.6;1
34.2;442.6;457.6;32.7;43.5;1
23.5;43.4;256.5;29.0;1.2;1
42.8;269.2;376.0;52.4;15.8;1
14.8;456.6;436.6;7.9;9.2;1
21.9;194.0;407.6;11.8;46.6;1
14.0;414.8;282.3;17.6;33.5;1
42.4;66.8;232.7;77.5;45.6;1
40.7;467.7;225.6;51.4;48.6;1
19.0;375.7;384.0;1.1;24.9;1
33.1;470.7;296.9;67.4;11.7;1
38.6;338.3;509.5;42.4;9.7;1
29.4;181.7;524.8;51.1;11.1;1
28.5;469.1;102.3;21.4;35.4;1
18.5;137.8;81.7;55.2;2.0;1
13.3;166.1;378.2;97.9;2.6;1
41.4;350.4;180.7;7.3;30.4;1
41.5;382.7;11.1;28.4;32.1;1
32.2;464.7;533.2;24.3;33.3;1
21.9;102.4;136.1;24.9;18.6;1
22.2;399.0;557.6;37.9;40.3;1
35.4;369.3;430.5;81.8;26.7;1
41.4;31.9;457.6;91.3;5.3;1
41.0;193.6;120.9;20.2;39.9;1
37.3;141.4;140.5;54.3;47.7;1
32.5;152.2;312.8;63.7;3.0;1
12.9;491.5;103.3;52.2;19.6;1
15.7;321.4;183.3;43.4;24.4;1
41.4;358.8;192.9;19.2;7.3;1
31.2;488.3;95.8;48.8;43.4;1
10.3;188.6;123.1;40.1;14.2;1
13.6;400.9;473.1;79.6;39.2;1
33.2;217.3;100.3;76.4;33.5;1
10.2;434.8;17.1;13.4;29.9;1
15.6;90.3;377.6;8.9;9.6;1
29.2;473.8;585.6;90.8;11.0;1
34.2;109.4;198.7;53.6;2.4;1
32.8;163.1;71.2;85.8;12.0;1
17.8;378.1;342.2;5.8;17.3;1
34.9;196.9;543.8;52.7;41.7;1
18.3;304.1;470.4;53.9;18.3;1
21.4;222.3;373.5;86.1;37.7;1
36.1;371.2;189.0;9.8;22.0;1
32.7;114.2;325.1;24.0;39.2;1
39.7;29.2;54.7;40.7;48.8;1
33.0;150.0;407.4;86.6;12.0;1
29.9;237.2;435.1;93.9;43.1;1
13.3;84.0;579.0;99.3;31.1;1
22.9;177.4;156.2;95.9;40.9;1
19.3;200.0;11.1;0.6;32.6;1
18.5;28.7;327.4;4.8;21.2;1
44.1;291.7;424.1;14.8;11.4;1
23.8;442.2;474.2;34.9;3.5;1
41.2;75.9;116.2;83.0;26.8;1
32.1;298.9;157.1;89.3;49.5;1
37.8;332.4;307.6;18.7;36.9;1
27.6;209.7;198.4;62.0;16.4;1
30.2;350.5;516.3;91.7;41.4;1
27.2;205.4;284.3;46.4;38.4;1
16.8;252.3;479.7;10.4;14.1;1
35.3;3.7;348.4;45.8;0.7;1
19.8;345.9;463.9;37.6;5.9;1
10.9;330.7;199.6;57.8;43.9;1
32.6;19.2;498.8;43.9;41.8;1
16.2;184.1;164.7;1.7;14.8;1
42.9;489.5;327.7;99.4;14.3;1
43.4;210.4;128.4;54.4;39.6;1
42.0;251.0;285.3;47.4;46.9;1
23.0;455.0;190.9;95.5;39.0;1
10.5;358.6;160.0;15.6;30.3;1
42.5;291.0;580.2;18.9;12.1;1
25.0;398.9;96.0;80.8;26.3;1
43.8;432.2;472.4;26.1;11.7;1
43.7;228.4;590.5;79.9;40.4;1
39.9;237.6;11.9;27.2;19.3;1
20.3;193.0;419.4;3.3;41.7;1
23.5;483.4;151.7;51.7;19.1;1
39.8;348.6;24.3;19.7;41.2;1
21.1;41.6;241.7;75.8;16.7;1
15.9;431.5;561.1;64.1;22.0;1
29.5;240.3;7.1;92.4;30.8;1
42.8;34.4;352.7;78.3;3.5;1
34.4;274.9;300.8;18.1;47.4;1
30.0;208.6;524.0;80.0;28.7;1
13.4;438.9;50.4;64.2;25.4;1
31.5;102.0;408.9;66.9;42.0;1
44.7;413.2;408.1;83.2;43.3;1
14.9;278.8;401.4;57.4;26.1;1
28.1;27.3;565.4;46.6;46.4;1
40.7;485.9;493.9;63.7;3.2;1
35.9;256.3;25.2;29.8;5.7;1
34.4;145.4;282.6;18.3;29.8;1
34.6;234.7;238.8;61.7;17.7;1
22.6;428.9;186.1;23.4;23.2;1
20.3;152.5;270.8;8.0;16.4;1
38.3;96.3;230.5;0.1;20.2;1
38.4;64.5;259.4;60.8;41.1;1
40.3;148.9;587.6;36.2;29.7;1
42.0;390.0;53.2;75.2;49.9;1
27.9;235.8;553.3;37.5;39.3;1
27.6;113.7;288.1;48.6;13.7;1
37.9;83.1;374.2;40.7;13.2;1
32.7;166.4;498.1;65.1;16.8;1
34.6;470.0;216.3;35.6;42.2;1
37.9;171.5;258.3;96.4;1.4;1
41.2;494.1;245.7;93.6;11.5;1
21.8;242.6;224.8;84.8;45.2;1
23.1;89.6;555.3;92.0;32.0;1
13.3;445.6;497.4;44.9;11.3;1
30.2;230.2;65.4;53.6;11.0;1
11.3;354.8;64.9;74.2;43.1;1
26.3;491.9;256.7;69.6;44.7;1
29.0;25.1;59.2;89.1;12.8;1
20.0;48.3;371.5;71.6;21.0;1
30.7;360.2;86.2;99.8;41.7;1
11.1;140.9;313.4;34.9;38.6;1
11.3;92.2;4.3;83.3;40.7;1
38.8;19.7;190.0;69.8;25.9;1
22.6;10.9;406.3;69.1;45.6;1
14.4;387.2;290.4;32.6;16.3;1
28.3;67.2;587.0;78.6;7.8;1
36.9;233.9;524.5;90.0;35.4;1
17.6;302.9;215.4;21.9;27.0;1
31.8;214.2;27.3;62.5;42.7;1
13.0;13.6;507.4;39.2;4.1;1
11.8;391.8;546.7;99.0;42.2;1
28.6;5.3;492.4;47.9;14.7;1
28.9;380.9;76.8;22.8;32.7;1
32.3;446.7;598.7;38.2;2.0;1
35.4;216.4;155.2;65.4;30.5;1
44.2;267.8;434.5;7.6;35.9;1
28.1;238.5;544.8;60.4;18.4;1
21.3;194.6;141.4;93.1;10.8;1
37.8;443.7;545.0;85.0;26.9;1
19.5;447.0;185.7;6.8;41.7;1
25.4;167.9;585.8;99.3;16.2;1
12.7;307.5;168.8;69.9;12.6;1
10.9;463.5;572.1;16.2;13.9;1
43.7;481.0;32.1;1.2;47.5;1
39.3;254.5;425.6;17.1;18.0;1
34.4;226.4;319.3;83.8;0.2;1
24.3;139.3;286.7;2.2;39.1;1
16.1;479.4;134.1;23.3;35.0;1
15.5;71.4;423.4;75.7;6.4;1
18.8;289.9;114.5;58.6;49.2;1
29.2;141.3;331.7;78.3;30.4;1
35.0;139.5;151.9;74.6;25.0;1
33.1;202.5;573.4;5.1;19.1;1
19.8;499.4;17.2;89.3;44.9;1
43.4;27.5;119.8;22.7;12.2;1
35.8;289.3;145.4;55.3;14.3;1
29.4;41.3;248.4;64.4;6.1;1
31.4;77.3;139.6;16.9;38.0;1
24.7;219.8;294.8;97.6;29.8;1
18.7;255.2;523.5;48.8;30.5;1
22.5;129.4;427.2;5.8;10.9;1
36.5;158.2;348.0;93.7;32.6;1
10.5;43.5;53.4;58.6;38.3;1
14.1;151.6;416.4;69.9;17.9;1
11.6;483.3;99.8;52.5;40.1;1
11.4;472.4;471.8;83.5;17.4;1
39.9;167.4;150.0;3.3;37.9;1
34.6;285.4;250.2;26.8;1.7;1
26.6;454.8;210.3;47.0;27.6;1
13.4;3.1;515.3;7.7;48.5;1
27.2;405.3;75.9;70.6;49.1;1
26.6;474.2;339.4;39.4;14.1;1
16.1;45.7;85.2;27.3;22.1;1
25.2;80.7;422.9;0.3;3.1;1
23.9;480.4;543.0;72.0;43.7;1
31.6;268.8;260.8;83.4;28.4;1
32.2;7.1;292.9;39.5;19.3;1
11.6;128.8;556.5;56.4;5.6;1
23.1;225.0;312.6;22.8;47.3;1
31.9;346.5;292.6;62.2;26.5;1
27.6;366.6;347.0;1.2;14.1;1
40.0;497.7;413.5;48.9;17.5;1
33.1;143.8;64.1;64.4;13.5;1
15.7;269.1;492.7;91.8;30.1;1
12.5;266.7;261.3;38.1;46.5;1
32.5;202.8;43.4;76.5;42.8;1
10.9;84.6;471.7;59.8;23.0;1
30.5;488.7;226.2;92.7;41.3;1
42.9;426.7;60.2;39.8;21.2;1
30.1;249.2;380.3;31.9;12.6;1
23.6;301.6;528.1;88.7;49.2;1
32.5;113.6;532.7;4.9;15.2;1
26.0;271.9;574.6;13.6;16.2;1
29.1;347.5;520.6;8.2;49.5;1
43.0;257.6;1.3;84.3;6.7;1
23.5;495.1;228.1;1.1;38.0;1
43.6;305.7;491.1;86.2;46.8;1
41.7;185.5;219.8;45.1;25.6;1
16.9;386.1;360.9;0.4;0.1;1
12.4;85.2;363.8;40.2;18.8;1
13.5;192.3;219.0;18.7;5.6;1
10.6;173.5;542.7;62.4;20.8;1
13.3;215.9;301.9;67.9;39.5;1
33.9;390.9;278.9;48.8;21.9;1
12.5;242.1;598.5;4.1;21.6;1
21.2;397.0;296.1;65.6;27.8;1
39.6;288.2;107.0;84.2;29.1;1
10.8;171.0;307.8;72.0;42.8;1
38.5;405.0;488.4;83.0;15.4;1
19.9;119.1;466.1;20.1;41.1;1
14.1;112.2;473.1;88.9;28.3;1
34.4;252.3;424.8;32.2;15.0;1
32.0;130.4;152.5;1.3;14.8;1
40.7;4.5;517.3;84.3;18.1;1
35.7;324.1;536.1;94.2;31.1;1
38.1;255.5;116.5;65.6;11.5;1
19.9;222.8;78.3;23.1;46.0;1
16.2;483.5;585.4;25.2;28.7;1
36.3;285.6;521.0;46.7;46.0;1
38.2;431.7;535.9;89.8;2.3;1
44.7;69.7;531.8;15.0;17.1;1
24.4;284.6;325.0;82.6;1.1;1
23.0;434.0;387.8;29.1;13.6;1
37.2;291.6;327.2;80.9;43.1;1
21.9;359.0;30.7;92.0;1.8;1
42.6;186.0;447.3;42.7;21.8;1
40.0;46.2;303.2;36.5;5.9;1
25.0;229.0;388.6;80.2;20.8;1
36.3;197.2;301.6;52.9;41.9;1
36.4;433.5;295.1;68.4;31.2;1
13.6;122.0;103.1;62.3;36.8;1
41.6;483.4;167.2;15.3;17.5;1
27.7;479.1;95.3;84.5;47.2;1
38.9;123.8;117.4;19.6;35.5;1
21.2;174.0;583.8;93.2;21.1;1
41.3;447.8;91.9;25.1;21.3;1
23.6;483.3;161.6;73.4;45.9;1
10.4;221.7;354.4;28.5;28.8;1
41.7;160.5;366.1;31.8;35.3;1
13.2;263.0;92.4;31.0;20.9;1
21.2;343.9;476.2;74.8;11.2;1
43.3;136.7;471.1;55.7;36.2;1
43.3;368.2;142.4;88.3;30.4;1
30.1;25.8;173.2;30.7;25.1;1
32.1;24.6;562.8;69.2;31.2;1
25.7;193.1;495.4;75.3;10.4;1
20.3;176.7;418.7;15.1;39.7;1
21.5;157.8;49.3;40.1;47.4;1
33.5;245.5;251.0;48.3;44.6;1
36.3;160.4;335.6;35.6;16.1;1
37.7;96.1;112.4;32.2;20.3;1
37.6;154.7;268.9;68.6;40.4;1
13.2;487.5;360.6;21.6;29.8;1
27.3;205.6;196.4;70.9;27.4;1
12.0;222.4;468.6;93.5;46.3;1
29.2;288.3;504.3;56.5;26.8;1
25.5;491.7;194.2;61.1;25.7;1
41.1;120.8;503.2;6.9;2.1;1
22.3;340.6;62.1;86.4;3.5;1
14.1;358.0;502.6;28.5;0.4;1
15.0;303.7;91.7;61.5;45.7;1
36.7;44.3;49.8;97.9;20.4;1
31.6;338.4;385.1;59.6;23.4;1
13.5;32.0;283.2;72.5;42.3;1
12.9;298.1;544.7;44.5;30.5;1
34.5;369.8;217.9;6.0;30.5;1
12.5;105.5;172.3;79.8;14.8;1
38.8;420.8;300.4;3.5;41.7;1
34.7;15.2;273.6;70.1;8.3;1
12.8;421.9;206.7;2.3;2.7;1
13.0;230.2;416.2;86.2;9.6;1
44.5;108.8;455.7;15.8;13.4;1
23.1;66.9;511.8;51.4;14.1;1
23.0;476.7;583.7;59.7;33.5;1
38.4;36.3;160.0;45.8;10.9;1
43.2;99.5;429.7;34.1;33.8;1
44.5;173.9;236.6;46.8;4.6;1
36.4;310.1;406.2;31.1;7.4;1
23.2;272.4;285.6;43.8;25.4;1
12.9;62.8;596.3;35.9;46.1;1
37.2;144.9;437.3;56.6;43.0;1
29.5;119.4;571.5;23.8;48.4;1
24.8;106.8;501.0;98.9;32.5;1
41.7;205.6;541.7;50.1;33.8;1
13.9;352.0;488.7;19.4;31.3;1
27.2;108.7;275.5;47.7;31.1;1
10.4;183.3;151.1;86.6;7.4;1
26.4;195.5;222.2;2.2;27.2;1
12.0;488.2;12.1;68.0;19.3;1
14.2;477.3;314.4;54.8;22.1;1
14.1;400.1;303.0;17.0;26.2;1
32.7;120.8;315.2;81.7;6.4;1
36.1;34.0;584.4;36.9;18.0;1
30.4;158.5;546.9;29.4;3.2;1
43.7;133.4;97.0;82.8;49.0;1
23.1;253.0;221.3;63.9;5.9;1
20.0;388.9;254.4;89.8;12.9;1
40.4;429.2;216.3;63.0;44.6;1
17.8;422.4;479.1;74.1;24.1;1
43.7;179.8;314.4;83.6;6.8;1
10.4;343.6;343.3;5.5;19.2;1
43.9;156.4;511.8;77.6;5.8;1
11.5;30.5;483.6;61.4;10.0;1
41.2;350.8;79.3;7.0;2.6;1
28.5;4.9;428.3;50.9;21.9;1
44.8;204.6;261.3;8.2;40.3;1
12.6;164.7;176.8;73.6;29.3;1
29.4;346.7;30.0;54.7;30.3;1
43.9;383.1;292.3;95.4;10.0;1
28.3;152.0;213.3;18.3;17.2;1
32.0;405.8;150.9;60.6;42.3;1
34.4;147.0;416.8;21.2;4.4;1
25.9;223.2;461.7;61.4;42.9;1
32.0;363.5;146.9;72.3;24.2;1
30.5;346.5;29.7;72.2;41.9;1
41.5;493.7;509.3;81.5;15.9;1
11.6;112.6;6.0;85.4;16.9;1
19.8;331.2;562.3;7.7;37.6;1
43.3;304.8;376.6;34.3;39.2;1
41.2;457.5;193.1;68.7;11.5;1
25.9;78.2;147.9;49.9;48.6;1
31.7;375.9;5.4;19.1;4.2;1
19.7;284.1;141.3;55.3;3.4;1
16.6;137.3;82.6;40.7;29.8;1
26.2;237.2;367.3;39.0;36.1;1
22.4;166.9;99.9;81.0;48.0;1
30.4;289.7;317.2;40.8;20.2;1
12.7;444.5;354.1;2.6;1.3;1
44.1;284.7;178.8;5.8;30.1;1
44.5;315.9;21.0;85.6;14.5;1
34.4;259.4;22.4;96.1;21.6;1
28.8;25.6;15.8;68.8;24.4;1
20.8;116.4;443.5;36.4;3.2;1
38.5;246.0;190.8;93.9;24.3;1
34.0;155.1;477.8;66.3;21.3;1
15.7;90.9;259.0;84.4;35.6;1
41.9;252.1;271.8;76.6;32.3;1
38.8;161.4;307.7;37.9;9.3;1
43.2;129.1;427.8;47.9;10.3;1
35.4;232.0;164.1;18.6;12.6;1
31.5;66.6;73.0;29.2;8.9;0
24.6;463.9;333.6;77.8;32.9;1
42.6;433.9;196.2;89.4;49.7;1
40.3;353.8;265.5;72.4;32.6;1
11.6;53.1;388.2;46.5;30.3;1
10.9;387.9;296.5;8.7;20.5;1
23.2;404.0;372.2;5.7;15.6;1
38.4;383.9;326.5;37.4;45.6;1
44.6;57.0;443.9;46.4;48.5;1
15.3;322.0;423.6;60.9;24.8;1
30.8;417.2;320.5;0.6;14.5;1
23.3;288.7;407.3;99.0;38.5;1
43.9;323.2;524.1;36.4;6.6;1
39.5;229.2;259.4;84.8;38.3;1
39.3;264.4;247.7;53.5;40.9;1
26.4;17.2;458.5;13.0;6.2;1
24.5;319.5;349.5;79.8;48.8;1
19.6;40.7;42.6;71.0;49.3;1
12.0;217.5;535.3;52.7;46.8;1
40.3;146.3;18.5;51.5;24.8;1
38.5;272.7;449.0;8.7;12.3;1
45.0;66.7;455.3;65.6;29.1;1
44.9;345.8;571.9;91.1;21.0;1
29.4;397.5;32.5;9.3;10.3;1
36.9;81.7;358.1;26.4;21.2;1
43.1;52.2;256.7;90.2;33.2;1
39.7;72.8;198.4;28.4;3.5;1
18.7;438.6;54.2;65.4;16.7;1
25.8;264.1;337.6;53.5;0.9;1
14.5;233.6;287.4;59.6;37.5;1
43.4;53.4;62.7;41.6;32.0;1
31.2;324.8;367.5;30.0;3.1;1
18.0;434.0;442.8;4.9;48.2;1
33.5;414.1;460.4;74.4;1.1;1
31.6;313.0;543.2;74.6;29.5;1
22.5;37.6;245.7;67.1;38.8;1
14.0;56.2;571.8;64.4;39.4;1
33.5;24.7;519.3;24.4;1.7;1
28.2;128.7;177.9;2.2;45.3;1
37.0;67.8;95.6;80.9;45.9;1
28.2;130.0;261.2;49.1;28.1;1
39.8;192.5;241.1;30.7;24.1;1
29.3;471.5;345.4;10.2;2.2;1
29.6;305.2;350.0;6.3;28.1;1
40.7;417.5;450.0;34.9;20.5;1
24.1;355.2;305.9;80.5;38.6;1
14.7;56.3;62.9;91.9;20.2;1
11.0;368.0;515.0;89.7;34.2;1
36.4;137.5;185.9;92.0;5.1;1
31.7;319.6;582.8;90.8;6.6;1
34.6;170.5;70.7;52.7;7.0;1
17.5;498.8;575.0;21.9;2.3;1
14.8;131.8;54.6;79.8;27.1;1
10.5;139.6;138.6;21.4;39.7;1
22.3;465.3;27.9;26.7;30.5;1
30.6;12.3;423.1;23.3;28.7;1
23.7;348.3;510.2;51.5;34.0;1
25.3;362.7;260.4;32.2;17.0;1
41.6;418.2;557.1;15.4;18.1;1
22.2;487.2;354.2;45.3;15.7;1
28.0;487.8;378.0;87.4;35.6;1
37.4;32.6;507.3;57.1;8.1;1
23.9;410.9;178.1;87.8;0.7;1
31.8;323.2;212.6;19.6;29.8;1
40.2;323.7;543.6;16.7;47.1;1
43.2;64.2;540.6;57.6;30.5;1
15.1;325.1;585.9;46.3;39.1;1
42.4;491.2;541.1;66.0;33.6;1
27.2;455.9;76.4;79.5;24.9;1
19.0;219.6;494.2;75.1;35.9;1
26.1;20.0;245.9;94.2;41.2;1
44.3;181.1;594.5;39.8;11.2;1
27.2;413.2;283.4;20.6;16.8;1
21.5;350.7;332.3;55.1;11.2;1
32.2;229.7;317.9;11.1;22.6;1
18.4;27.6;193.0;28.9;44.3;1
12.7;213.4;45.0;20.8;17.3;1
14.5;234.5;537.4;39.7;18.7;1
14.5;464.3;481.6;11.1;43.0;1
15.3;320.5;83.7;3.2;25.8;1
14.9;155.8;466.1;65.7;26.8;1
32.4;262.7;375.5;61.0;43.0;1
16.4;33.0;245.5;70.8;24.5;1
22.1;486.3;152.4;66.0;34.1;1
41.4;180.0;515.8;11.4;4.3;1
26.6;238.9;420.1;29.1;8.9;1
33.4;177.6;328.6;13.0;20.2;1
16.0;341.3;365.7;84.3;24.7;1
16.7;331.1;54.6;74.7;48.3;1
11.4;357.7;284.4;20.2;48.5;1
15.9;134.1;116.2;34.1;42.6;1
19.8;157.8;125.0;96.7;15.8;1
16.2;62.6;396.8;59.4;48.2;1
13.1;327.8;546.8;80.1;34.5;1
14.2;19.9;242.3;26.5;19.6;1
26.1;298.8;124.6;21.0;35.1;1
17.2;434.8;389.2;78.4;0.8;1
22.7;445.4;522.7;68.6;7.3;1
27.6;224.5;449.0;68.1;41.5;1
34.2;229.7;521.3;55.3;32.3;1
11.4;38.5;321.9;56.4;18.2;1
38.0;335.4;451.1;73.6;25.0;1
32.0;410.6;84.0;27.0;45.3;1
12.9;122.3;209.0;35.3;31.6;1
40.6;210.7;233.7;87.2;19.9;1
42.2;419.4;306.8;30.9;6.0;1
12.1;438.6;557.4;54.6;14.7;1
19.7;121.6;524.6;70.3;48.9;1
38.2;275.3;80.7;100.0;21.9;1
36.2;96.2;103.7;43.5;23.6;1
16.5;50.9;214.6;42.8;24.9;1
17.3;455.6;174.4;84.3;44.2;1
23.0;410.3;368.9;80.6;30.2;1
27.0;380.0;541.7;73.1;34.7;1
31.6;24.4;577.4;46.3;19.5;1
22.9;421.9;392.2;32.4;1.5;1
26.2;219.0;502.9;60.9;46.5;1
36.2;171.2;315.1;87.6;47.5;1
11.3;273.2;125.0;88.4;47.5;1
18.8;45.7;314.8;10.8;47.2;1
35.0;378.3;333.0;42.8;40.8;1
41.3;291.2;445.5;46.5;34.2;1
27.9;93.3;131.9;97.8;42.2;1
28.6;94.1;221.0;67.8;30.0;1
